Buy and Hold,Strategy,Longs,Sells,Shorts,Covers,Stdev_Strategy,Stdev_Hold,Coin,Strategy_Name,Volume_Window,Price_Window,Long_Price_Window
465.69,114.42,1377,1376,0,0,300.9872404466867,1107.8330150165252,USDT_ETH,exp_no_volume,0,18,0
0.68,80.49,1200,1200,0,0,422.28535413142464,307.8815800277975,USDT_NEO,exp_no_volume,0,20,0
-12.85,115.6,1188,1188,0,0,339.06571531022485,138.1956850952792,USDT_DASH,exp_no_volume,0,20,0
13.31,51.01,2233,2231,0,0,533.7993127867331,536.2667006478547,USDT_XRP,exp_no_volume,0,20,0
197.62,785.89,1676,1675,0,0,1597.5204856008402,434.20025721730667,USDT_LTC,exp_no_volume,0,20,0
465.69,115.0,1310,1309,0,0,291.77930934103983,1107.8330150165252,USDT_ETH,exp_no_volume,0,20,0
235.69,29.85,1873,1873,0,0,166.2768631268187,752.056879816026,USDT_ADA,exp_no_volume,0,20,0
300.87,95.71,1269,1268,0,0,222.58136948563643,590.370184424182,USDT_BTC,exp_no_volume,0,20,0
0.68,40.75,1156,1155,0,0,291.67041892029897,307.8815800277975,USDT_NEO,exp_no_volume,0,22,0
-12.85,112.46,1147,1147,0,0,332.72676940505755,138.1956850952792,USDT_DASH,exp_no_volume,0,22,0
235.69,49.32,1785,1785,0,0,205.9937147890149,752.056879816026,USDT_ADA,exp_no_volume,0,22,0
300.87,77.95,1211,1210,0,0,188.36261158895297,590.370184424182,USDT_BTC,exp_no_volume,0,22,0
465.69,106.43,1236,1235,0,0,257.14679565113636,1107.8330150165252,USDT_ETH,exp_no_volume,0,22,0
197.62,628.67,1585,1584,0,0,1353.5629336142183,434.20025721730667,USDT_LTC,exp_no_volume,0,22,0
13.31,67.43,2153,2151,0,0,597.9804852038753,536.2667006478547,USDT_XRP,exp_no_volume,0,22,0
235.69,69.87,1732,1732,0,0,261.74594821755466,752.056879816026,USDT_ADA,exp_no_volume,0,24,0
-12.85,83.74,1097,1097,0,0,265.0937217210702,138.1956850952792,USDT_DASH,exp_no_volume,0,24,0
0.68,37.6,1107,1106,0,0,290.2623591686852,307.8815800277975,USDT_NEO,exp_no_volume,0,24,0
465.69,95.0,1186,1185,0,0,246.4649423660774,1107.8330150165252,USDT_ETH,exp_no_volume,0,24,0
13.31,70.63,2059,2057,0,0,637.6319653379577,536.2667006478547,USDT_XRP,exp_no_volume,0,24,0
197.62,663.25,1504,1503,0,0,1388.7604305789157,434.20025721730667,USDT_LTC,exp_no_volume,0,24,0
300.87,57.82,1154,1153,0,0,163.3319264517166,590.370184424182,USDT_BTC,exp_no_volume,0,24,0
-12.85,114.58,1080,1080,0,0,334.9355427012947,138.1956850952792,USDT_DASH,exp_no_volume,0,26,0
13.31,79.7,1974,1973,0,0,652.7668960707323,536.2667006478547,USDT_XRP,exp_no_volume,0,26,0
0.68,27.5,1049,1048,0,0,295.8343999647866,307.8815800277975,USDT_NEO,exp_no_volume,0,26,0
300.87,56.84,1116,1115,0,0,160.44415517589573,590.370184424182,USDT_BTC,exp_no_volume,0,26,0
197.62,716.74,1460,1459,0,0,1466.760044975411,434.20025721730667,USDT_LTC,exp_no_volume,0,26,0
465.69,69.1,1145,1144,0,0,218.5527302278861,1107.8330150165252,USDT_ETH,exp_no_volume,0,26,0
235.69,76.5,1668,1668,0,0,308.576075285911,752.056879816026,USDT_ADA,exp_no_volume,0,26,0
-12.85,97.57,1025,1025,0,0,319.4342536260275,138.1956850952792,USDT_DASH,exp_no_volume,0,28,0
235.69,69.29,1618,1618,0,0,297.3180038980835,752.056879816026,USDT_ADA,exp_no_volume,0,28,0
0.68,38.08,1003,1002,0,0,324.2943120902342,307.8815800277975,USDT_NEO,exp_no_volume,0,28,0
13.31,107.21,1906,1905,0,0,724.3201576934683,536.2667006478547,USDT_XRP,exp_no_volume,0,28,0
197.62,481.42,1360,1358,0,0,1002.6102206399822,434.20025721730667,USDT_LTC,exp_no_volume,0,28,0
465.69,81.4,1099,1098,0,0,220.88540448617297,1107.8330150165252,USDT_ETH,exp_no_volume,0,28,0
300.87,54.91,1065,1064,0,0,153.69160453308646,590.370184424182,USDT_BTC,exp_no_volume,0,28,0
13.31,133.01,1860,1859,0,0,902.6096822786959,536.2667006478547,USDT_XRP,exp_no_volume,0,30,0
0.68,31.42,956,955,0,0,312.0884799412953,307.8815800277975,USDT_NEO,exp_no_volume,0,30,0
235.69,102.26,1589,1589,0,0,371.1957554673487,752.056879816026,USDT_ADA,exp_no_volume,0,30,0
-12.85,98.68,981,981,0,0,302.69048670861696,138.1956850952792,USDT_DASH,exp_no_volume,0,30,0
300.87,63.08,1033,1032,0,0,160.90516036932524,590.370184424182,USDT_BTC,exp_no_volume,0,30,0
197.62,469.17,1304,1303,0,0,1010.7866737581121,434.20025721730667,USDT_LTC,exp_no_volume,0,30,0
465.69,88.51,1058,1057,0,0,232.55730964132343,1107.8330150165252,USDT_ETH,exp_no_volume,0,30,0
235.69,141.54,1535,1535,0,0,442.1334445321083,752.056879816026,USDT_ADA,exp_no_volume,0,32,0
0.68,37.89,941,940,0,0,323.9202983537764,307.8815800277975,USDT_NEO,exp_no_volume,0,32,0
-12.85,103.33,952,952,0,0,317.52664041391824,138.1956850952792,USDT_DASH,exp_no_volume,0,32,0
465.69,81.06,1014,1013,0,0,222.71905184936836,1107.8330150165252,USDT_ETH,exp_no_volume,0,32,0
13.31,130.98,1808,1807,0,0,899.7321818756076,536.2667006478547,USDT_XRP,exp_no_volume,0,32,0
300.87,65.33,992,991,0,0,170.5295255182457,590.370184424182,USDT_BTC,exp_no_volume,0,32,0
197.62,434.44,1252,1251,0,0,975.9497548556928,434.20025721730667,USDT_LTC,exp_no_volume,0,32,0
0.68,30.28,906,905,0,0,305.73663856844536,307.8815800277975,USDT_NEO,exp_no_volume,0,34,0
-12.85,123.06,910,910,0,0,347.4914064918784,138.1956850952792,USDT_DASH,exp_no_volume,0,34,0
235.69,166.23,1506,1506,0,0,491.0129317234084,752.056879816026,USDT_ADA,exp_no_volume,0,34,0
465.69,70.12,971,970,0,0,213.9990884324777,1107.8330150165252,USDT_ETH,exp_no_volume,0,34,0
300.87,57.84,958,958,0,0,161.60311381717605,590.370184424182,USDT_BTC,exp_no_volume,0,34,0
13.31,164.04,1758,1757,0,0,966.0671767339875,536.2667006478547,USDT_XRP,exp_no_volume,0,34,0
197.62,386.49,1192,1191,0,0,868.5448024326507,434.20025721730667,USDT_LTC,exp_no_volume,0,34,0
0.68,39.52,882,881,0,0,340.55603838446444,307.8815800277975,USDT_NEO,exp_no_volume,0,36,0
-12.85,123.94,895,895,0,0,347.30148613897734,138.1956850952792,USDT_DASH,exp_no_volume,0,36,0
235.69,185.9,1472,1472,0,0,517.7367428290906,752.056879816026,USDT_ADA,exp_no_volume,0,36,0
300.87,50.76,936,936,0,0,152.4878066840813,590.370184424182,USDT_BTC,exp_no_volume,0,36,0
465.69,55.09,933,932,0,0,185.69941201278883,1107.8330150165252,USDT_ETH,exp_no_volume,0,36,0
13.31,155.72,1695,1695,0,0,934.8962933620721,536.2667006478547,USDT_XRP,exp_no_volume,0,36,0
197.62,429.39,1188,1186,0,0,996.1706203534732,434.20025721730667,USDT_LTC,exp_no_volume,0,36,0
0.68,41.95,860,859,0,0,339.5134827330282,307.8815800277975,USDT_NEO,exp_no_volume,0,38,0
-12.85,100.0,870,870,0,0,300.64186098836325,138.1956850952792,USDT_DASH,exp_no_volume,0,38,0
235.69,188.34,1449,1449,0,0,505.3777889359079,752.056879816026,USDT_ADA,exp_no_volume,0,38,0
465.69,61.71,930,929,0,0,198.2146853678733,1107.8330150165252,USDT_ETH,exp_no_volume,0,38,0
13.31,124.39,1643,1643,0,0,813.3548568362828,536.2667006478547,USDT_XRP,exp_no_volume,0,38,0
197.62,430.49,1180,1179,0,0,1004.097585657245,434.20025721730667,USDT_LTC,exp_no_volume,0,38,0
300.87,65.46,917,917,0,0,172.20503454054204,590.370184424182,USDT_BTC,exp_no_volume,0,38,0
0.68,47.83,843,842,0,0,349.2525478909238,307.8815800277975,USDT_NEO,exp_no_volume,0,40,0
-12.85,113.95,861,861,0,0,319.30134671870803,138.1956850952792,USDT_DASH,exp_no_volume,0,40,0
235.69,204.07,1418,1418,0,0,566.523103686697,752.056879816026,USDT_ADA,exp_no_volume,0,40,0
197.62,344.58,1097,1095,0,0,808.6867247049473,434.20025721730667,USDT_LTC,exp_no_volume,0,40,0
13.31,112.7,1596,1596,0,0,672.6693518386639,536.2667006478547,USDT_XRP,exp_no_volume,0,40,0
300.87,66.9,885,885,0,0,175.97466652442205,590.370184424182,USDT_BTC,exp_no_volume,0,40,0
465.69,69.06,915,914,0,0,213.5923921483086,1107.8330150165252,USDT_ETH,exp_no_volume,0,40,0
0.68,53.16,833,832,0,0,374.97094740888525,307.8815800277975,USDT_NEO,exp_no_volume,0,42,0
-12.85,110.5,848,848,0,0,323.5807919617276,138.1956850952792,USDT_DASH,exp_no_volume,0,42,0
235.69,180.7,1384,1384,0,0,493.52036526471403,752.056879816026,USDT_ADA,exp_no_volume,0,42,0
465.69,69.29,885,884,0,0,205.21947748212068,1107.8330150165252,USDT_ETH,exp_no_volume,0,42,0
13.31,99.54,1561,1561,0,0,653.428236941208,536.2667006478547,USDT_XRP,exp_no_volume,0,42,0
300.87,74.97,879,879,0,0,195.74008165390526,590.370184424182,USDT_BTC,exp_no_volume,0,42,0
197.62,346.48,1071,1070,0,0,771.3370384662194,434.20025721730667,USDT_LTC,exp_no_volume,0,42,0
0.68,69.77,824,823,0,0,421.92450064539304,307.8815800277975,USDT_NEO,exp_no_volume,0,44,0
-12.85,116.8,832,831,0,0,348.81611813565866,138.1956850952792,USDT_DASH,exp_no_volume,0,44,0
235.69,189.99,1369,1369,0,0,512.626234073109,752.056879816026,USDT_ADA,exp_no_volume,0,44,0
300.87,68.75,849,849,0,0,183.34899872387496,590.370184424182,USDT_BTC,exp_no_volume,0,44,0
197.62,333.98,1085,1084,0,0,734.012903140409,434.20025721730667,USDT_LTC,exp_no_volume,0,44,0
13.31,95.96,1517,1517,0,0,658.9418996889689,536.2667006478547,USDT_XRP,exp_no_volume,0,44,0
465.69,68.45,852,851,0,0,220.53130618496849,1107.8330150165252,USDT_ETH,exp_no_volume,0,44,0
0.68,93.23,817,816,0,0,523.9521737981307,307.8815800277975,USDT_NEO,exp_no_volume,0,46,0
-12.85,120.12,809,808,0,0,345.96666718917754,138.1956850952792,USDT_DASH,exp_no_volume,0,46,0
235.69,144.95,1335,1335,0,0,421.59193317893084,752.056879816026,USDT_ADA,exp_no_volume,0,46,0
465.69,62.13,825,824,0,0,222.25406927479588,1107.8330150165252,USDT_ETH,exp_no_volume,0,46,0
197.62,393.55,1064,1062,0,0,867.4732149672118,434.20025721730667,USDT_LTC,exp_no_volume,0,46,0
300.87,78.87,829,829,0,0,201.26114928455212,590.370184424182,USDT_BTC,exp_no_volume,0,46,0
13.31,109.54,1481,1481,0,0,706.3779205675054,536.2667006478547,USDT_XRP,exp_no_volume,0,46,0
0.68,103.9,799,798,0,0,572.7293537348933,307.8815800277975,USDT_NEO,exp_no_volume,0,48,0
-12.85,109.3,780,779,0,0,339.00608778028806,138.1956850952792,USDT_DASH,exp_no_volume,0,48,0
235.69,147.93,1298,1298,0,0,398.925102801678,752.056879816026,USDT_ADA,exp_no_volume,0,48,0
300.87,67.41,798,798,0,0,174.36287422602925,590.370184424182,USDT_BTC,exp_no_volume,0,48,0
465.69,65.13,821,820,0,0,216.87294412779715,1107.8330150165252,USDT_ETH,exp_no_volume,0,48,0
13.31,128.24,1476,1476,0,0,815.8570200190946,536.2667006478547,USDT_XRP,exp_no_volume,0,48,0
